Id,Jurisdicci,area.prot,Especie,Fecha,Altitud,Localidad,Ambiente,Estado,Uso,Cantidad,Rastros,y,id_General,origen_SIB,mes,Periodo,yshort,coordX,coordY
1496,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/12/2015,430,"Margen oeste del valle del R¡o de las Vueltas, 750 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle con pastizal y bosquetes de lenga y ¤ire, suelo pedregoso",Bueno,"Turismo, camino vehicular de ripio, alambrados",3,,2015,721,Glaciares,12,primavera,15,653733.9052,4542379.007
2558,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/05/2020,580,Cerro Polo,Bosque-estepa,Bueno,ZUPE,3,,2020,1671,Glaciares,5,oto¤o,20,653525.8579,4542387.043
2449,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/01/2020,530,Sendero e/ molinete y Piedras Blancas,Bosque de ¤ire,Bueno,Zona de uso publico,1,,2020,1562,Glaciares,1,verano,20,649454.7962,4542505.826
2031,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/01/2019,444,L¡mite Norte PN,Estepa,Bueno,,2,,2019,1144,Glaciares,1,verano,19,653712.2176,4542410.762
1705,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/12/2016,470,"Margen oeste del valle del R¡o de las Vueltas, 770 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle, comienzo de ladera, pastizal con manchones de bosque de lenga, roquedales. Pendiente leve a moderada. Exposici¢n Este.",Bueno,"Turismo, camino vehicular. Ingreso de caballos desde el Este",1,,2016,925,Glaciares,12,primavera,16,653686.5808,4542431.503
1495,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/12/2015,450,"Ladera oeste del valle del R¡o de las Vueltas, 650 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle comienzo de ladera, con pastizal, roquedales y bosquetes de lenga y ¤ireÿ",Bueno,"Turismo, camino vehicular de ripio, alambrado, portada con guardaganado",4,,2015,720,Glaciares,12,primavera,15,653708.5038,4542434.228
1461,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/10/2015,430,"Margen oeste del R¡o de las Vueltas, 730 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle, comienzo de ladera, pedreros, pastizal y matorral, neneo, ¤ire, calafate. Pendiente pronunciada, bosquetes de lenga cercanos",Bueno,"Turismo, camino vehicular, tr nsito de personas y veh¡culos",4,,2015,686,Glaciares,10,primavera,15,653713.5221,4542457.449
1898,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/11/2017,500,Extremo noreste del Cerro Polo,"Ladera con pastizal y arbustivas bajas; bosquetes de lenga. Roquedales y paredones. Suelo rocoso, exposici¢n Este, pendiente moderada",Bueno,"Turismo, camino vehicular, cercan¡as de l¡mite norte",1,,2017,1082,Glaciares,11,primavera,17,653646.7942,4542467.1
1946,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/01/2018,450,"Margen oeste del valle del R¡o de Las Vueltas, 700 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle y ladera, costa de r¡o y pastizal de coir¢n, neneo, calafate. Suelo pedregoso y arenoso. Pendiente leve a moderada",Bueno,"Turismo, camino vehicular. Ocasional presencia de ganado bovino, equino y perros provenientes de zonas vecinas",1,,2018,1125,Glaciares,1,verano,18,653729.4243,4542479.254
2686,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/03/2021,457,Ruta Nø41 l¡mite norte,"lengas, coirones",,Zona de uso publico,2,,2021,1769,Glaciares,3,verano,21,653734.6422,4542483.558
2759,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/02/2018,430,"Costa Oeste del R¡o de Las Vueltas, 700 m al Sur de la desembocadura del R¡o del Bosque",Costa de r¡o con pastizal y arbustivas. Ladera pr¢xima con pastizal de gram¡neas y bosque de ¤ire y lenga a 100 a 150 m. Roquedales,Bueno,"Turismo, a metros de la ruta",2,,2018,1842,Glaciares,2,verano,18,653804.1748,4542496.076
1572,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/02/2016,440,"Margen sur del valle del R¡o de las Vueltas, 650 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle, sector costero del r¡o, sobre camino de ripio. Pastizal y lengas dispersas. Pendiente leve",Bueno,"Turismo, camino vehicular",2,,2016,796,Glaciares,2,verano,16,653753.2247,4542523.087
1763,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/01/2017,440,"Margen oeste del R¡o de las Vueltas, 650 m al sur de la confluencia con el R¡o del Bosque",Fondo de valle con pastizal y camino de ripio. Suelo pedregoso. Pendiente leve.,Bueno,"Turismo, camino vehicular. Presencia ocasional de caballos",2,,2017,964,Glaciares,1,verano,17,653755.6873,4542533.03
1414,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/04/2015,430,Margen oeste del R¡o de Las Vueltas,"Costa de r¡o pedregosa, sin vegetaci¢n",Regular,"Tursimo, camino vehicular pr¢ximo al r¡o",3,,2015,656,Glaciares,4,oto¤o,15,653782.9842,4542545.617
1527,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/01/2016,447,"Margen oeste del valle del r¡o de las Vueltas, 630 m al sur de la confluencia con el r¡o del Bosque","Fondo de valle comienzo de ladera, pastizal con neneo. Pendiente moderada",Bueno,"Turismo, camino vehicular pr¢ximo",1,,2016,751,Glaciares,1,verano,16,653745.9659,4542549.989
1347,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/02/2015,430,"Margen Oeste del R¡o de Las Vueltas, 600 metros al sur de la confluencia con el R¡o del Bosque","Fondo de valle, costa de r¡o, estepa, coir¢n, neneo. Suelo arenoso-pedregoso",Regular,"Turismo, camino vehicular, alambrado",2,,2015,590,Glaciares,2,verano,15,653787.5678,4542553.276
2778,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/03/2018,445,"Margen Oeste del R¡o de las Vueltas, 680 m al Sur-SO de la confluencia del R¡o del Bosque","Fondo de valle, costa de r¡o y ladera rocosa con gram¡neas y arbustos. Sectores muy modificados por la ruta de ripio. Pendiente leve y luego moderada en la ladera.",Bueno a regular,"Turismo, ruta",2,,2018,1861,Glaciares,3,verano,18,653760.1024,4542560.718
1444,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/09/2015,606,"Ladera NE del Cerro Polo, 130 m al oeste-SO de la confluencia de los r¡os de las Vueltas y del Bosque","Ladera con bosque de lenga y ¤ire; arbustivas, siete camisas. Exposici¢n norte, pendiente leve, suelo arenoso",Bueno a muy bueno,"Turismo, a 900 metros del camino vehicular",3,,2015,670,Glaciares,9,invierno,15,652814.8467,4542587.056
2819,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/04/2018,440,"Margen Oeste del R¡o de las Vueltas, a 650 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle, costa de r¡o pedregoso con escasa vegetaci¢n. Ruta de ripio y ladera rocosa con pastizal. Pendiente leve a moderada en la ladera, exposici¢n Este-NE",Bueno a regular,Turismo y tr nsito por ruta.,1,,2018,1902,Glaciares,4,oto¤o,18,653776.2978,4542566.941
1766,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/02/2017,440,"Margen oeste del R¡o de las Vueltas, 600 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle, costa de r¡o con pastizal de gram¡neas, neneo, etc. pendiente leve",Regular,"Turismo, camino vehicular. Presencia ocasional de caballos",2,,2017,967,Glaciares,2,verano,17,653776.5464,4542575.833
1790,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2017,440,"Margen oeste del R¡o de las Vueltas, 600 m al sur de la confluencia con el R¡o del Bosque","R¡o y costa de r¡o con vegetaci¢n esteparia, neneo, coir¢n, mata guanaco, ¤anculehuen, etc. Pendiente leve",Bueno a regular,"Turismo, camino vehicular. Presencia y pastoreo de caballos",2,,2017,991,Glaciares,2,verano,17,653775.8187,4542575.854
1758,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/01/2017,44,"Margen oeste del R¡o de las Vueltas, 600 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle con pastizal de gram¡neas, banquina de camino de ripio. Pendiente leve",Regular,"Turismo, camino vehicular. Presencia de caballos",2,,2017,959,Glaciares,1,verano,17,653769.3006,4542577.148
2758,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/02/2018,450,"Margen Oeste del R¡o de las Vueltas, 600 m al Sur de la desembocadura del R¡o del Bosque","Costa de r¡o, cercan¡as de ladera arbustiva y de pastizal, gram¡neas, neneo, roquedales aislados y bosque abierto de ¤ire y lenga a unos 100 m.",Bueno,"Turismo, a metros de la ruta y sobre el l¡mite Norte del PN",2,,2018,1841,Glaciares,2,verano,18,653775.8808,4542578.077
1333,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/01/2015,500,"Ladera oeste del R¡o de Las Vueltas, 600 m al sur de la confluencia con el R¡o del Bosque","Ladera con pastizal y bosque aislado de ¤ire y lenga. Roquedales. Pendiente moderada, exposici¢n Este. Suelo arenoso",Bueno,"Tursimo, camino (ruta) vehicular, alambrados",1,,2015,577,Glaciares,1,verano,15,653686.2383,4542601.718
1555,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/01/2016,466,"Ladera oeste del valle del R¡o de las Vueltas, 600 m al sur de la confluencia con el R¡o del Bosque","Ladera con pastizal con arbustivas y lengas aisladas. Pendiente leve a moderada, exposici¢n Este",Bueno a muy bueno,"Turismo, camino vehicular a pocos metros",1,,2016,779,Glaciares,1,verano,16,653730.6271,4542600.478
1458,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/10/2015,445,"Margen oeste del R¡o de las Vueltas, 560 m aguas abajo de la confluencia con el R¡o del Bosque","Fondo de valle, comienzo de ladera, pedrero, orilla de r¡o, camino de ripio, pastizal, neneo, lengas, ¤ires, roquedales",Bueno,"Camino vehicular, alambrados. Turismo, veh¡culos y caminantes.",4,,2015,683,Glaciares,10,primavera,15,653764.1627,4542601.766
2552,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/03/2020,443,L¡mite norte,Bosque-estepa,Bueno,ZUPE,2,,2020,1665,Glaciares,3,verano,20,653768.7463,4542609.425
1583,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/02/2016,440,"Margen oeste del R¡o de las Vueltas, 550 m al sur de la confluencia con el R¡o del Bosque","Fondo de valle, costa de r¡o pedregosa y con herb ceas, paramela. Pendiente leve a nula",Bueno,"Turismo, camino vehicular. Sector muy angosto entre el camino y el r¡o. Alambrado",2,,2016,807,Glaciares,2,verano,16,653774.7853,4542617.043
2326,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/11/2019,440,Ruta 41 L¡mite norte PN,Ruta - Bosque,Bueno,Zona de uso publico,1,,2019,1439,Glaciares,11,primavera,19,653776.2406,4542617.003
1459,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/10/2015,445,"Margen oeste del R¡o de las Vueltas, 560 m aguas abajo de la confluencia con el R¡o del Bosque","Fondo de valle, comienzo de ladera, pedrero, orilla de r¡o, camino de ripio, pastizal, neneo, lengas, ¤ires, roquedales",Bueno,"Camino vehicular, alambrados. Turismo, veh¡culos y caminantes.",4,,2015,684,Glaciares,10,primavera,15,653753.11,4542623.212
1574,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/02/2016,470,"Ladera oeste del valle del R¡o de las Vueltas, 550 m al sur de la confluencia con el R¡o del Bosque","Ladera con pastizal, neneo, lengas aisladas, calafate. Rocas dispersas",Muy bueno,"Turismo, camino vehicular a 30 metros",2,,2016,798,Glaciares,2,verano,16,653741.6402,4542655.793
1880,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/10/2017,530,"Ladera Este del valle del R¡o Blanco, 1,7 km al norte de la confluencia con el arroyo de Laguna Piedras Blancas","Fondo de valle, comienzo de ladera con bosque de lenga y arbustivas. Pendiente leve, exposici¢n oeste",Bueno a muy bueno,"Turismo, sendero. Cerca del l¡mite norte del PN",1,,2017,1066,Glaciares,10,primavera,17,649634.6568,4542800.177
2287,SANTA CRUZ,,HUEMUL,21/09/2019,447,L¡mite Norte PN,Bosque,Bueno,,3,,2019,1400,Glaciares,9,invierno,19,653805.3145,4542745.235
1838,SANTA CRUZ,,HUEMUL,12/04/2017,610,"Ladera norte del Cerro Polo, 800 m ladera arriba del valle del R¡o de las Vueltas","Ladera con bosque de lenga y pastizal con calafate. Suelo pedregoso, pendiente moderada. Exposici¢n norte",Bueno a regular,"Turismo, ganader¡a",1,,2017,1039,Glaciares,4,oto¤o,17,652686.3523,4542785.303
174,SANTA CRUZ,,HUEMUL,29/10/2015,450,"Margen oeste del R?o de las Vueltas, 380 m al sur de la confluencia con el R?o del Bosque; Santa Cruz","Fondo de valle, secto costero, pastizal, neneo, Senecio, mata guanaco. Suelo pedregoso.",Regular,"Propiedad privada, ganader?a, turismo, camino vehicular",4,,2015,2035,monumento,10,primavera,15,653817.6725,4542770.476
1446,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/09/2015,544,"Ladera oeste del R¡o Blanco, 1,8 km al norte de la Laguna Piedras Blancas","Ladera baja con bosque de lenga. Exposici¢n Este, pendiente leve. Suelo arenoso, pedregoso",Muy bueno,"Turismo, senderos. Ingreso ocasional de ganado desde el l¡mite norte",1,,2015,672,Glaciares,9,invierno,15,649200.7112,4542964.363
1396,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/03/2015,520,"Ladera Este del R¡o Blanco, 1,9 km al norte de la confluencia con el arroyo de la Laguna Piedras Blancas","Ladera con bosque de lenga. Pendiente moderada, exposici¢n oeste, suelo pedregoso",Bueno a muy bueno,"Turismo, sendero",1,,2015,638,Glaciares,3,verano,15,648925.9639,4542984.043
116,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/11/2003,0,"Faldeo Cerro Polo -a 100 m del R¡o Blanco, 100 a 200 m adentro del Parque.","Bosque de lenga, ¤ire, ecotonal",,,1,,2003,23,Glaciares,11,primavera,3,649461.6275,4542971.743
168,SANTA CRUZ,,HUEMUL,26/12/2014,570,"Ladera Este del R?o Blanco, a 2,3 km de la confluencia con el R?o El?ctrico, Prov. de Santa Cruz.","Ladera de pendiente leve, bosque de lenga y ?ire. Suelo pedregoso, Exposici?n oeste",Bueno a muy bueno,"Tursimo, sendero, Hoster?a. Presencia de ganado, propiedad privada.",1,Bosteo,2014,2029,monumento,12,primavera,14,649807.9585,4543040.193
203,SANTA CRUZ,,HUEMUL,4/12/2018,450,"Margen oeste del valle del r?o de las Vueltas, en cercan?as de la confluencia con r?o del Bosque, Prov. Santa Cruz","Ladera baja con pastizal y ?rboles dispersos, lenga, ?ire.",Bueno a regular,"Tursimo, camino vehicular. Ganado vacuno",2,,2018,2047,monumento,12,primavera,18,653915.2778,4543031.399
205,SANTA CRUZ,RNS_Ricanor,HUEMUL,5/03/2016,525,"Ladera Este del valle del R?o Blanco, a 2,2 km de la confluencia con el R?o de las Vueltas","Ladera con bosque de lenga y pastizal. Pendiente moderada, exposici?n oeste",Bueno,"Turismo, sendero. Propiedad privada con ganado",1,,2016,2256,reservalagodesierto,3,verano,16,649700.6378,4543191.066
76,SANTA CRUZ,RNS_Ricanor,HUEMUL,4/01/2011,470,"Ladera Oeste?del R?o Blanco, por sendero Piedra del Fraile a Campamento R?o Blanco.",Bosque de lenga adulto abierto con pastizal denso y alto; ladera moderada.,Muy bueno,"Turismo, sendero",2,,2011,2125,reservalagodesierto,1,verano,11,648835.4249,4543244.572
175,SANTA CRUZ,,HUEMUL,17/11/2015,460,"Margen sur SE del R?o de las Vueltas, 350 m al oeste de la confluencia con el R?o del Bosque, Santa Cruz","Fondo de valle, pastizal con neneo. Sector costero, suelo pedregoso. Camino de ripio. Pendiente leve",Bueno,"Turismo, ?rea de acampe cercana con excursiones?",2,,2015,2036,monumento,11,primavera,15,653700.0679,4543253.232
162,SANTA CRUZ,,HUEMUL,20/02/2015,510,"Margen Este del R?o Blanco, a 1,9 km de la confluencia con el R?o de Las Vueltas","Ladera baja con bosque de lenga. Pendiente moderada, exposici?n oeste-NO",Bueno,"Turismo, senderos. Propiedad privada con ganado vacuno",1,,2015,2211,reservalagodesierto,2,verano,15,649748.7782,4543381.092
2313,SANTA CRUZ,,HUEMUL,23/10/2019,453,RP Lago del Desierto Cerca Bonanza,Ruta - Bosque,Bueno,RP Lago del Desierto,2,,2019,1426,Glaciares,10,primavera,19,653583.1309,4543290.983
2323,SANTA CRUZ,,HUEMUL,8/11/2019,546,"Hoster¡a del Pilar a 1,5 km de la hoster¡a.",Bosque,Bueno,Zona de uso publico,2,,2019,1436,Glaciares,11,primavera,19,649916.4384,4543413.236
2321,SANTA CRUZ,,HUEMUL,8/11/2019,546,Sendero Del Pilar - Poincenot,Bosque,Bueno,Zona de uso publico,1,,2019,1434,Glaciares,11,primavera,19,649916.4384,4543413.236
2179,SANTA CRUZ,,HUEMUL,11/03/2019,525,Sendero del Pilar,Bosque,Bueno,,1,,2019,1292,Glaciares,3,verano,19,649852.1779,4543487.294
182,SANTA CRUZ,,HUEMUL,16/11/2016,450,"Margen sur del R?o de las Vueltas, 860 m al oeste de la confluencia con el R??o del Bosque, Santa Cruz.","Fondo de valle, costa de r?o y r?o; camino vehicular de ripio. Pastizal, ?irantal",Bueno,"Turismo, camping, camino vehicular, puente.",3,,2016,2041,monumento,11,primavera,16,653172.7867,4543411.441
2470,SANTA CRUZ,,HUEMUL,31/01/2020,517,"Senda al Fitz Roy, a 15 minutos a pie desde hosteria El Pilar",Bosque ¤ire y lenga,Bueno,Zona de uso publico,1,,2020,1583,Glaciares,1,verano,20,649875.1596,4543582.336
177,SANTA CRUZ,,HUEMUL,16/12/2015,430,"Margen norte del R?o de las Vueltas, 650 m aguas arriba de la confluencia con el R?o del Bosque, Santa Cruz","Fondo de valle, costa de r?o, pastizal ralo con manchones de lenga y ?ire",Bueno,"Turismo, campamentos, cabalgatas. Camino vehicular de ripio",1,,2015,2037,monumento,12,primavera,15,653446.0662,4543495.049
2115,SANTA CRUZ,,HUEMUL,16/02/2019,514,Senda del Pilar a un km de la hoster¡a.,Rivera del r¡o Blanco.,Bueno,,1,,2019,1228,Glaciares,2,verano,19,649880.9203,4543606.652
270,SANTA CRUZ,RNS_Ricanor,HUEMUL,11/12/2017,1210,"Ladera norte del Cerro El?ctrico, zona Piedra Negra","Ladera con pedreros y sectores de pastizal, bosques de lenga cercanos. Suelo pedregoso, pendiente pronunciada. Exposici?n norte",Bueno a muy bueno,"Turismo, sendero",1,,2017,2286,reservalagodesierto,12,primavera,17,644142.2881,4543904.559
98,SANTA CRUZ,,HUEMUL,26/03/2007,430,"Valle del R?o de Las Vueltas, margen Sur, a 1,8 km al Norte de la portada?del PN Los Glaciares, Santa Cruz.",Bosque al borde de la ruta.,,,1,,2007,1998,monumento,3,verano,7,652765.7549,4543835.473
2202,SANTA CRUZ,,HUEMUL,21/03/2019,1104,Cerca de Piedra Negra,Alta monta¤a,Bueno,Zona de uso publico,3,,2019,1315,Glaciares,3,verano,19,716487.9266,4541775.213
101,SANTA CRUZ,,HUEMUL,25/02/2015,460,"Margen Este del R?o Blanco, a 970 m de la confluencia con el R?o El?ctrico, Prov. de Santa Cruz.",Valle del r?o; bosques de lenga y pastizales; suelo pedregoso.,Bueno a regular,"Propiedad privada con ganado. Turismo, hoster?a, senderos",1,,2015,2031,monumento,2,verano,15,650353.3785,4544157.763
231,SANTA CRUZ,RNS_Ricanor,HUEMUL,7/01/2017,1050,Ladera noroeste del cerro El?ctrico,"Ladera en alta monta?a, con pastizal, murtilla, notro, chaura, siete camisas. Bosque de lenga cercano. Rocas grandes, balcones, suelo pedregoso. Pendiente moderada a pronunciada. Exposici?n norte.",Bueno a muy bueno,"Turismo, vivac",2,,2017,2268,reservalagodesierto,1,verano,17,644046.2636,4544354.243
171,SANTA CRUZ,,HUEMUL,17/03/2015,435,"R?o de las Vueltas, 1,4 km al sur de la confluencia con el R?o El?ctrico, Santa Cruz","Cauce muy amplio del r?o, bosque de lenga, ?ire y matorral en las orillas.",Regular,"Turismo, camino vehicular, ganader?a, propiedades privadas",1,,2015,2032,monumento,3,verano,15,652580.6531,4544147.643
2453,SANTA CRUZ,RNS_Ricanor,HUEMUL,15/01/2020,1034,Piedra Negra,Bosque de lengas,Bueno,Reserva Provincial Lago del Desierto,2,,2020,1566,Glaciares,1,verano,20,643857.1847,4544393.671
2707,SANTA CRUZ,RNS_Ricanor,HUEMUL,24/01/2021,1023,Subida a Piedra Negra,pedrero y pastizal de altura,bueno,Zona de uso publico,2,,2021,1790,Glaciares,1,verano,21,643956.6134,4544435.566
221,SANTA CRUZ,RNS_Ricanor,HUEMUL,17/11/2016,510,"Ladera sur del R?o El?ctrico, 3,5 km de la confluencia con el R?o Blanco.","Fondo de valle comienzo de ladera. Bosque de lenga cerca de la costa. Grandes troncos en el suelo. Pendiente leve, suelo pedregoso y arenoso.",Bueno,"Turismo, propiedad privada con ganader?a",1,,2016,2264,reservalagodesierto,11,primavera,16,647868.5529,4544339.655
298,SANTA CRUZ,RNS_Ricanor,HUEMUL,20/01/2018,880,"Ladera noroeste del Cerro El?ctrico, 2,3 km al norte de la cumbre","Ladera con pastizal de altura y pedreros; bosque abierto de lenga cercano. Pendiente moderada, exposici?n norte",Bueno,"Propiedad privada, ganado en zonas m?s bajas. Turismo, sendero, campamentos",3,,2018,2295,reservalagodesierto,1,verano,18,643961.6705,4544656.794
2700,SANTA CRUZ,RNS_Ricanor,HUEMUL,6/02/2021,850,Subida a Piedra Negra,"pedrero, mall¡n",Bueno,Zona de uso publico,1,,2021,1783,Glaciares,2,verano,21,644155.0085,4544696.229
163,SANTA CRUZ,RNS_Ricanor,HUEMUL,27/02/2015,800,"Ladera del Cerro El?ctrico Oeste, 2 km al NE de la cumbre","Alta monta?a, prado de altura, arbustivas bajas y herb?ceas, chaura, mosaiquillo, murtilla, . Mall?n con pangue del diablo, pedreros y rocas m?s grandes. Pendiente pronunciada, exposici?n norte.",Bueno a muy bueno,"Turismo, sendero, a unos 700 m del Campamento Piedra del Fraile. Propiedad privada con ganado.",1,,2015,2213,reservalagodesierto,2,verano,15,644178.3604,4544753.46
2696,SANTA CRUZ,RNS_Ricanor,HUEMUL,16/02/2021,487,Sendero Piedra del Fraile km 3.5,,Bueno,Zona de uso publico,1,,2021,1779,Glaciares,2,verano,21,647548.3022,4544675.293
148,SANTA CRUZ,RNS_Ricanor,HUEMUL,2/12/2014,490,"Margen sur del R?o El?ctrico, 4 km al oeste de la confluencia con el R?o Blanco","Ladera baja, fondo de valle, pendiente leve. Bosque de lenga. Exposici?n NE",Bueno,"Turismo, sendero, camino de abastecimiento a campamento, circulaci?n con fourtrax",1,,2014,2189,reservalagodesierto,12,primavera,14,647472.8047,4544685.103
167,SANTA CRUZ,,HUEMUL,16/10/2013,440,"Margen Sur del R?o El?ctrico, a 600 metros de la confluencia con el R?o de Las Vueltas, Prov. de Santa Cruz","Costa de r?o, pedregoso, bosque abierto y bajo, ""monte"" de ?ire y lengas.","Regular por pastoreo, camino","Tursimo, camino vehicular. Propiedades privadas?",1,,2013,2021,monumento,10,primavera,13,651503.5992,4544582.32
164,SANTA CRUZ,RNS_Ricanor,HUEMUL,2/03/2015,760,"Ladera del Cerro El?ctrico Oeste, 2 km al NE de la cumbre","Alta monta?a, prado de altura, arbustivas bajas y herb?ceas, chaura, mosaiquillo, murtilla, . Mall?n con pangue del diablo, pedreros y rocas m?s grandes. Pendiente pronunciada, exposici?n norte.",Bueno a muy bueno,"Turismo, sendero, a unos 700 m del Campamento Piedra del Fraile. Propiedad privada con ganado.",1,,2015,2214,reservalagodesierto,3,verano,15,644184.0673,4544804.48
2834,SANTA CRUZ,RNS_Ricanor,HUEMUL,6/09/2021,570,Valle del r¡o El‚ctrico,"pedrero, rodeado de matorral",bueno,"recreativo, cerca sendero a Piedra Negra",1,,2021,1917,Glaciares,9,invierno,21,644220.9891,4544851.344
263,SANTA CRUZ,RNS_Ricanor,HUEMUL,30/11/2013,525,"Margen sur del R?o El?ctrico, a 4,7 km de la confluencia con el R?o Blanco, RN Los Huemules","Fondo de valle, comienzo de ladera con bosque de lenga alto y pastizal. Pendiente leve, exposici?n norte",Bueno a muy bueno,"Turismo, sendero. Presencia de ganado",1,,2013,2165,reservalagodesierto,11,primavera,13,646906.4464,4544781.45
2343,SANTA CRUZ,RNS_Ricanor,HUEMUL,28/11/2019,442,Ruta 41 entre R¡o El‚ctrico y L¡mite PN,Bosque,Bueno,RP Lago del Desierto,2,,2019,1456,Glaciares,11,primavera,19,651254.5977,4544667.037
75,SANTA CRUZ,RNS_Ricanor,HUEMUL,4/11/2010,455,"Valle del R?o El?ctrico, a 800 m al Oeste del puente sobre la ruta 23.","?irantal. Costa del r?o con ?ires?bajos y dispersos. Fondo de valle, pendiente leve.",,"Turismo, sendero.",2,,2010,2123,reservalagodesierto,11,primavera,10,649335.493,4544791.738
90,SANTA CRUZ,RNS_Ricanor,HUEMUL,7/03/2007,500,"R?o Blanco, a metros de la desembocadura en el R?o El?ctrico. L?mite Sur de la R.P. Lago del Desierto, Santa Cruz.","Costa de r?o, ?ires y arbustos bajos.",,"Tur?stico, cerca de la ruta a Lago del Desierto.",1,,2007,1995,monumento,3,verano,7,650735.0078,4544847.04
121,SANTA CRUZ,RNS_Ricanor,HUEMUL,15/03/2014,514,"Margen Norte del R?o El?ctrico, a 3,2 km. de la naciente, Campo Los Huemules","Fondo de valle, costa y orilla de r?o, pedregoso, con pidras grandes. Bosque de lenga sobre ambas costas.?",Muy bueno,"Turismo, Propiedad privada sin ganado?",2,,2014,2175,reservalagodesierto,3,verano,14,646236.6039,4545096.29
165,SANTA CRUZ,RNS_Ricanor,HUEMUL,19/03/2015,545,"Ladera sur del R?o El?ctrico, 1,4 km al sudeste de la naciente en el Lago El?ctrico","Sector mallinoso en ladera, pastizal con algunas lengas aisladas, bastante agua con piedras dispersas. Pendiente leve en el lugar rodeado de pendientes fuertes",Bueno a regular,"Turismo, senderos, campamento. Propiedad privada con ganado",1,,2015,2215,reservalagodesierto,3,verano,15,644207.8556,4545239.903
66,SANTA CRUZ,,HUEMUL,27/10/2010,480,"Ladera Este del promontorio rocoso, 220 metros?al Sur de las Lagunas Las Lolas,?zona Sur del Campo Los Huemules","Bosque mixto, lengas adultas (predominantes) y ?irantal. Pedemonte. Suelo terroso con hojarasca, pendiente leve. Exposici?n Este.",,Propiedad privada sin ganado. Turismo. Zona del campo destinada a urbanizaci?n.,1,Sendero,2010,2120,reservalagodesierto,10,primavera,10,647874.6927,4545164.889
285,SANTA CRUZ,,HUEMUL,29/01/2019,540,"Ladera norte del R?o El?ctrico, 1,12 km al sudeste de Laguna Azul, RN Los Huemules",Ladera con bosque de lenga y pastizal bajo de gram?neas y numerosos renovales de lenga,Muy bueno,"Turismo, sendero. Reserva privada",1,,2019,2333,reservalagodesierto,1,verano,19,647560.253,4545175.55
2350,SANTA CRUZ,RNS_Ricanor,HUEMUL,29/11/2019,540,Piedra del Fraile,Bosque,Bueno,,2,,2019,1463,Glaciares,11,primavera,19,644563.1267,4545286.205
150,SANTA CRUZ,,HUEMUL,29/12/2014,530,"Margen norte del R?o El?ctrico, a 2 km de la naciente en L. El?ctrico, Reserva Los Huemules","Costa de r?o, pr?cticamente despejada de vegetaci?n, manchopnes de pastizal en algunos sectores. Pedrgoso",Bueno,"Turismo, sendero, campamento",1,,2014,2192,reservalagodesierto,12,primavera,14,645073.5279,4545302.814
192,SANTA CRUZ,,HUEMUL,12/01/2016,510,"Ladera norte del R?o El?ctrico, 950 m al sudeste de Laguna Azul, R.N. Los Huemules","Ladera con bosque de lenga alto con abundante pastizal de gram?neas. Pendiente leve a moderada, exposici?n sur",Muy bueno,"Turismo, sendero",2,,2016,2241,reservalagodesierto,1,verano,16,647337.2319,4545253.828
