Id,Jurisdicci,area prot,Especie,Fecha,Laterror,Longerror,Latform,Longform,Latitud,Longitud,Altitud,Localidad,Ambiente,Estado,Uso,Cantidad,Rastros,y,id_General,origen_SIB,mes ,Periodo
230,SANTA CRUZ,RNS_Ricanor,HUEMUL,11/05/2014,-4924587,-7296782,-49.24587,-72.96782,-49.24587,-72.96782,730,Ladera noreste del Cerro El?ctrico,"Ladera con bosque alto de lenga y arbustivas, siete camisas, calafate, chaura, notro. Suelo arenoso. Pendiente moderada. Exposici?n Este",Bueno,Ganadero escaso,0,Bosteo,2014,2179,reservalagodesierto,5,oto¤o
137,SANTA CRUZ,RNS_Ricanor,HUEMUL,11/05/2014,-4924587,-7296782,-49.24587,-72.96782,-49.24587,-72.96782,730,"Ladera Este del Cerro El?ctrico, 2,5 km al Este de la cumbre","Ladera con bosque alto de lenga y arbistivas, chaura, siete camisas, calafate, notro. Pendioente moderada",Bueno a muy bueno,"Propiedad privada, Ea. El Ricanor",0,Bosteo,2014,2180,reservalagodesierto,5,oto¤o
205,SANTA CRUZ,RNS_Ricanor,HUEMUL,5/03/2016,-4924573,-729431,-49.24573,-72.9431,-49.24573,-72.9431,525,"Ladera Este del valle del R?o Blanco, a 2,2 km de la confluencia con el R?o de las Vueltas","Ladera con bosque de lenga y pastizal. Pendiente moderada, exposici?n oeste",Bueno,"Turismo, sendero. Propiedad privada con ganado",1,,2016,2256,reservalagodesierto,3,verano
76,SANTA CRUZ,RNS_Ricanor,HUEMUL,4/01/2011,-4924546,-72955,-49.24546,-72.955,-49.24546,-72.955,470,"Ladera Oeste?del R?o Blanco, por sendero Piedra del Fraile a Campamento R?o Blanco.",Bosque de lenga adulto abierto con pastizal denso y alto; ladera moderada.,Muy bueno,"Turismo, sendero",2,,2011,2125,reservalagodesierto,1,verano
175,SANTA CRUZ,,HUEMUL,17/11/2015,-4924418,-7288821,-49.24418,-72.88821,-49.24418,-72.88821,460,"Margen sur SE del R?o de las Vueltas, 350 m al oeste de la confluencia con el R?o del Bosque, Santa Cruz","Fondo de valle, pastizal con neneo. Sector costero, suelo pedregoso. Camino de ripio. Pendiente leve",Bueno,"Turismo, ?rea de acampe cercana con excursiones?",2,,2015,2036,monumento,11,primavera
162,SANTA CRUZ,,HUEMUL,20/02/2015,-4924401,-7294251,-49.24401,-72.94251,-49.24401,-72.94251,510,"Margen Este del R?o Blanco, a 1,9 km de la confluencia con el R?o de Las Vueltas","Ladera baja con bosque de lenga. Pendiente moderada, exposici?n oeste-NO",Bueno,"Turismo, senderos. Propiedad privada con ganado vacuno",1,,2015,2211,reservalagodesierto,2,verano
2313,SANTA CRUZ,,HUEMUL,23/10/2019,-4924387,-7288983,-49.24387,-72.88983,-49.24387,-72.88983,453,RP Lago del Desierto Cerca Bonanza,Ruta - Bosque,Bueno,RP Lago del Desierto,2,,2019,1426,Glaciares,10,primavera
2323,SANTA CRUZ,,HUEMUL,8/11/2019,-4924368,-7294022,-49.24368,-72.94022,-49.24368,-72.94022,546,"Hoster¡a del Pilar a 1,5 km de la hoster¡a.",Bosque,Bueno,Zona de uso publico,2,,2019,1436,Glaciares,11,primavera
2321,SANTA CRUZ,,HUEMUL,8/11/2019,-4924368,-7294022,-49.24368,-72.94022,-49.24368,-72.94022,546,Sendero Del Pilar - Poincenot,Bosque,Bueno,Zona de uso publico,1,,2019,1434,Glaciares,11,primavera
2179,SANTA CRUZ,,HUEMUL,11/03/2019,-4924303,-7294113,-49.24303,-72.94113,-49.24303,-72.94113,525,Sendero del Pilar,Bosque,Bueno,,1,,2019,1292,Glaciares,3,verano
182,SANTA CRUZ,,HUEMUL,16/11/2016,-4924289,-7289551,-49.24289,-72.89551,-49.24289,-72.89551,450,"Margen sur del R?o de las Vueltas, 860 m al oeste de la confluencia con el R??o del Bosque, Santa Cruz.","Fondo de valle, costa de r?o y r?o; camino vehicular de ripio. Pastizal, ?irantal",Bueno,"Turismo, camping, camino vehicular, puente.",3,,2016,2041,monumento,11,primavera
2470,SANTA CRUZ,,HUEMUL,31/01/2020,-4924217,-7294085,-49.24217,-72.94085,-49.24217,-72.94085,517,"Senda al Fitz Roy, a 15 minutos a pie desde hosteria El Pilar",Bosque ¤ire y lenga,Bueno,Zona de uso publico,1,,2020,1583,Glaciares,1,verano
177,SANTA CRUZ,,HUEMUL,16/12/2015,-4924207,-7289179,-49.24207,-72.89179,-49.24207,-72.89179,430,"Margen norte del R?o de las Vueltas, 650 m aguas arriba de la confluencia con el R?o del Bosque, Santa Cruz","Fondo de valle, costa de r?o, pastizal ralo con manchones de lenga y ?ire",Bueno,"Turismo, campamentos, cabalgatas. Camino vehicular de ripio",1,,2015,2037,monumento,12,primavera
2115,SANTA CRUZ,,HUEMUL,16/02/2019,-4924195,-7294078,-49.24195,-72.94078,-49.24195,-72.94078,514,Senda del Pilar a un km de la hoster¡a.,Rivera del r¡o Blanco.,Bueno,,1,,2019,1228,Glaciares,2,verano
270,SANTA CRUZ,RNS_Ricanor,HUEMUL,11/12/2017,-4924065,-7301968,-49.24065,-73.01968,-49.24065,-73.01968,1210,"Ladera norte del Cerro El?ctrico, zona Piedra Negra","Ladera con pedreros y sectores de pastizal, bosques de lenga cercanos. Suelo pedregoso, pendiente pronunciada. Exposici?n norte",Bueno a muy bueno,"Turismo, sendero",1,,2017,2286,reservalagodesierto,12,primavera
98,SANTA CRUZ,,HUEMUL,26/03/2007,-4923918,-7290126,-49.23918,-72.90126,-49.23918,-72.90126,430,"Valle del R?o de Las Vueltas, margen Sur, a 1,8 km al Norte de la portada?del PN Los Glaciares, Santa Cruz.",Bosque al borde de la ruta.,,,1,,2007,1998,monumento,3,verano
2202,SANTA CRUZ,,HUEMUL,21/03/2019,-4923848,-7202577,-49.23848,-72.02577,-49.23848,-72.02577,1104,Cerca de Piedra Negra,Alta monta¤a,Bueno,Zona de uso publico,3,,2019,1315,Glaciares,3,verano
101,SANTA CRUZ,,HUEMUL,25/02/2015,-4923688,-729345,-49.23688,-72.9345,-49.23688,-72.9345,460,"Margen Este del R?o Blanco, a 970 m de la confluencia con el R?o El?ctrico, Prov. de Santa Cruz.",Valle del r?o; bosques de lenga y pastizales; suelo pedregoso.,Bueno a regular,"Propiedad privada con ganado. Turismo, hoster?a, senderos",1,,2015,2031,monumento,2,verano
231,SANTA CRUZ,RNS_Ricanor,HUEMUL,7/01/2017,-4923663,-7302116,-49.23663,-73.02116,-49.23663,-73.02116,1050,Ladera noroeste del cerro El?ctrico,"Ladera en alta monta?a, con pastizal, murtilla, notro, chaura, siete camisas. Bosque de lenga cercano. Rocas grandes, balcones, suelo pedregoso. Pendiente moderada a pronunciada. Exposici?n norte.",Bueno a muy bueno,"Turismo, vivac",2,,2017,2268,reservalagodesierto,1,verano
171,SANTA CRUZ,,HUEMUL,17/03/2015,-4923642,-7290392,-49.23642,-72.90392,-49.23642,-72.90392,435,"R?o de las Vueltas, 1,4 km al sur de la confluencia con el R?o El?ctrico, Santa Cruz","Cauce muy amplio del r?o, bosque de lenga, ?ire y matorral en las orillas.",Regular,"Turismo, camino vehicular, ganader?a, propiedades privadas",1,,2015,2032,monumento,3,verano
2453,SANTA CRUZ,RNS_Ricanor,HUEMUL,15/01/2020,-4923632,-7302377,-49.23632,-73.02377,-49.23632,-73.02377,1034,Piedra Negra,Bosque de lengas,Bueno,Reserva Provincial Lago del Desierto,2,,2020,1566,Glaciares,1,verano
2707,SANTA CRUZ,RNS_Ricanor,HUEMUL,24/01/2021,-4923592,-7302242,-49.23592,-73.02242,-49.23592,-73.02242,1023,Subida a Piedra Negra,pedrero y pastizal de altura,bueno,Zona de uso publico,2,,2021,1790,Glaciares,1,verano
221,SANTA CRUZ,RNS_Ricanor,HUEMUL,17/11/2016,-4923585,-7296868,-49.23585,-72.96868,-49.23585,-72.96868,510,"Ladera sur del R?o El?ctrico, 3,5 km de la confluencia con el R?o Blanco.","Fondo de valle comienzo de ladera. Bosque de lenga cerca de la costa. Grandes troncos en el suelo. Pendiente leve, suelo pedregoso y arenoso.",Bueno,"Turismo, propiedad privada con ganader?a",1,,2016,2264,reservalagodesierto,11,primavera
80,SANTA CRUZ,,HUEMUL,10/12/2011,-4923525,-7294622,-49.23525,-72.94622,-49.23525,-72.94622,460,Margen Sur del Valle del R?o El?ctrico,?irantal bajo con calafate y herb?ceas anuales. Fondo de valle con suelo arenoso,,"Turismo, sendero. Ganado vacuno y equino en la zona. Poblaci?n humana y perros",0,Huellas,2011,2130,reservalagodesierto,12,primavera
298,SANTA CRUZ,RNS_Ricanor,HUEMUL,20/01/2018,-4923393,-7302243,-49.23393,-73.02243,-49.23393,-73.02243,880,"Ladera noroeste del Cerro El?ctrico, 2,3 km al norte de la cumbre","Ladera con pastizal de altura y pedreros; bosque abierto de lenga cercano. Pendiente moderada, exposici?n norte",Bueno,"Propiedad privada, ganado en zonas m?s bajas. Turismo, sendero, campamentos",3,,2018,2295,reservalagodesierto,1,verano
2700,SANTA CRUZ,RNS_Ricanor,HUEMUL,6/02/2021,-4923353,-7301979,-49.23353,-73.01979,-49.23353,-73.01979,850,Subida a Piedra Negra,"pedrero, mall¡n",Bueno,Zona de uso publico,1,,2021,1783,Glaciares,2,verano
163,SANTA CRUZ,RNS_Ricanor,HUEMUL,27/02/2015,-4923301,-7301949,-49.23301,-73.01949,-49.23301,-73.01949,800,"Ladera del Cerro El?ctrico Oeste, 2 km al NE de la cumbre","Alta monta?a, prado de altura, arbustivas bajas y herb?ceas, chaura, mosaiquillo, murtilla, . Mall?n con pangue del diablo, pedreros y rocas m?s grandes. Pendiente pronunciada, exposici?n norte.",Bueno a muy bueno,"Turismo, sendero, a unos 700 m del Campamento Piedra del Fraile. Propiedad privada con ganado.",1,,2015,2213,reservalagodesierto,2,verano
2696,SANTA CRUZ,RNS_Ricanor,HUEMUL,16/02/2021,-4923291,-729732,-49.23291,-72.9732,-49.23291,-72.9732,487,Sendero Piedra del Fraile km 3.5,,Bueno,Zona de uso publico,1,,2021,1779,Glaciares,2,verano
148,SANTA CRUZ,RNS_Ricanor,HUEMUL,2/12/2014,-4923284,-7297424,-49.23284,-72.97424,-49.23284,-72.97424,490,"Margen sur del R?o El?ctrico, 4 km al oeste de la confluencia con el R?o Blanco","Ladera baja, fondo de valle, pendiente leve. Bosque de lenga. Exposici?n NE",Bueno,"Turismo, sendero, camino de abastecimiento a campamento, circulaci?n con fourtrax",1,,2014,2189,reservalagodesierto,12,primavera
167,SANTA CRUZ,,HUEMUL,16/10/2013,-4923278,-7291887,-49.23278,-72.91887,-49.23278,-72.91887,440,"Margen Sur del R?o El?ctrico, a 600 metros de la confluencia con el R?o de Las Vueltas, Prov. de Santa Cruz","Costa de r?o, pedregoso, bosque abierto y bajo, ""monte"" de ?ire y lengas.","Regular por pastoreo, camino","Tursimo, camino vehicular. Propiedades privadas?",1,,2013,2021,monumento,10,primavera
164,SANTA CRUZ,RNS_Ricanor,HUEMUL,2/03/2015,-4923255,-7301943,-49.23255,-73.01943,-49.23255,-73.01943,760,"Ladera del Cerro El?ctrico Oeste, 2 km al NE de la cumbre","Alta monta?a, prado de altura, arbustivas bajas y herb?ceas, chaura, mosaiquillo, murtilla, . Mall?n con pangue del diablo, pedreros y rocas m?s grandes. Pendiente pronunciada, exposici?n norte.",Bueno a muy bueno,"Turismo, sendero, a unos 700 m del Campamento Piedra del Fraile. Propiedad privada con ganado.",1,,2015,2214,reservalagodesierto,3,verano
2834,SANTA CRUZ,RNS_Ricanor,HUEMUL,6/09/2021,-4923212,-7301894,-49.23212,-73.01894,-49.23212,-73.01894,570,Valle del r¡o El‚ctrico,"pedrero, rodeado de matorral",bueno,"recreativo, cerca sendero a Piedra Negra",1,,2021,1917,Glaciares,9,invierno
263,SANTA CRUZ,RNS_Ricanor,HUEMUL,30/11/2013,-4923211,-7298205,-49.23211,-72.98205,-49.23211,-72.98205,525,"Margen sur del R?o El?ctrico, a 4,7 km de la confluencia con el R?o Blanco, RN Los Huemules","Fondo de valle, comienzo de ladera con bosque de lenga alto y pastizal. Pendiente leve, exposici?n norte",Bueno a muy bueno,"Turismo, sendero. Presencia de ganado",1,,2013,2165,reservalagodesierto,11,primavera
2343,SANTA CRUZ,RNS_Ricanor,HUEMUL,28/11/2019,-4923208,-7292232,-49.23208,-72.92232,-49.23208,-72.92232,442,Ruta 41 entre R¡o El‚ctrico y L¡mite PN,Bosque,Bueno,RP Lago del Desierto,2,,2019,1456,Glaciares,11,primavera
75,SANTA CRUZ,RNS_Ricanor,HUEMUL,4/11/2010,-4923143,-7294871,-49.23143,-72.94871,-49.23143,-72.94871,455,"Valle del R?o El?ctrico, a 800 m al Oeste del puente sobre la ruta 23.","?irantal. Costa del r?o con ?ires?bajos y dispersos. Fondo de valle, pendiente leve.",,"Turismo, sendero.",2,,2010,2123,reservalagodesierto,11,primavera
90,SANTA CRUZ,RNS_Ricanor,HUEMUL,7/03/2007,-4923059,-7292952,-49.23059,-72.92952,-49.23059,-72.92952,500,"R?o Blanco, a metros de la desembocadura en el R?o El?ctrico. L?mite Sur de la R.P. Lago del Desierto, Santa Cruz.","Costa de r?o, ?ires y arbustos bajos.",,"Tur?stico, cerca de la ruta a Lago del Desierto.",1,,2007,1995,monumento,3,verano
121,SANTA CRUZ,RNS_Ricanor,HUEMUL,15/03/2014,-4922944,-7299136,-49.22944,-72.99136,-49.22944,-72.99136,514,"Margen Norte del R?o El?ctrico, a 3,2 km. de la naciente, Campo Los Huemules","Fondo de valle, costa y orilla de r?o, pedregoso, con pidras grandes. Bosque de lenga sobre ambas costas.?",Muy bueno,"Turismo, Propiedad privada sin ganado?",2,,2014,2175,reservalagodesierto,3,verano
165,SANTA CRUZ,RNS_Ricanor,HUEMUL,19/03/2015,-4922863,-7301926,-49.22863,-73.01926,-49.22863,-73.01926,545,"Ladera sur del R?o El?ctrico, 1,4 km al sudeste de la naciente en el Lago El?ctrico","Sector mallinoso en ladera, pastizal con algunas lengas aisladas, bastante agua con piedras dispersas. Pendiente leve en el lugar rodeado de pendientes fuertes",Bueno a regular,"Turismo, senderos, campamento. Propiedad privada con ganado",1,,2015,2215,reservalagodesierto,3,verano
66,SANTA CRUZ,,HUEMUL,27/10/2010,-4922843,-729689,-49.22843,-72.9689,-49.22843,-72.9689,480,"Ladera Este del promontorio rocoso, 220 metros?al Sur de las Lagunas Las Lolas,?zona Sur del Campo Los Huemules","Bosque mixto, lengas adultas (predominantes) y ?irantal. Pedemonte. Suelo terroso con hojarasca, pendiente leve. Exposici?n Este.",,Propiedad privada sin ganado. Turismo. Zona del campo destinada a urbanizaci?n.,1,Sendero,2010,2120,reservalagodesierto,10,primavera
285,SANTA CRUZ,,HUEMUL,29/01/2019,-4922841,-7297322,-49.22841,-72.97322,-49.22841,-72.97322,540,"Ladera norte del R?o El?ctrico, 1,12 km al sudeste de Laguna Azul, RN Los Huemules",Ladera con bosque de lenga y pastizal bajo de gram?neas y numerosos renovales de lenga,Muy bueno,"Turismo, sendero. Reserva privada",1,,2019,2333,reservalagodesierto,1,verano
2350,SANTA CRUZ,RNS_Ricanor,HUEMUL,29/11/2019,-4922813,-730144,-49.22813,-73.0144,-49.22813,-73.0144,540,Piedra del Fraile,Bosque,Bueno,,2,,2019,1463,Glaciares,11,primavera
150,SANTA CRUZ,,HUEMUL,29/12/2014,-4922786,-730074,-49.22786,-73.0074,-49.22786,-73.0074,530,"Margen norte del R?o El?ctrico, a 2 km de la naciente en L. El?ctrico, Reserva Los Huemules","Costa de r?o, pr?cticamente despejada de vegetaci?n, manchopnes de pastizal en algunos sectores. Pedrgoso",Bueno,"Turismo, sendero, campamento",1,,2014,2192,reservalagodesierto,12,primavera
192,SANTA CRUZ,,HUEMUL,12/01/2016,-4922776,-7297631,-49.22776,-72.97631,-49.22776,-72.97631,510,"Ladera norte del R?o El?ctrico, 950 m al sudeste de Laguna Azul, R.N. Los Huemules","Ladera con bosque de lenga alto con abundante pastizal de gram?neas. Pendiente leve a moderada, exposici?n sur",Muy bueno,"Turismo, sendero",2,,2016,2241,reservalagodesierto,1,verano
2508,SANTA CRUZ,RNS_Ricanor,HUEMUL,26/02/2020,-4922755,-7301383,-49.22755,-73.01383,-49.22755,-73.01383,541,Refugio Fraile,Bosque de lenga,Bueno,Reserva Provincial Lago del Desierto,1,,2020,1621,Glaciares,2,verano
2532,SANTA CRUZ,RNS_Ricanor,HUEMUL,5/03/2020,-4922755,-7301383,-49.22755,-73.01383,-49.22755,-73.01383,541,Camping Piedra del Fraile,Bosque de lengas,Bueno,Reserva Provincial Lago del Desierto,1,,2020,1645,Glaciares,3,verano
2545,SANTA CRUZ,RNS_Ricanor,HUEMUL,9/03/2020,-4922755,-7301383,-49.22755,-73.01383,-49.22755,-73.01383,541,Refugio Piedra del Fraile,Bosque abierto de lengas,Bueno,Reserva Provincial Lago del Desierto,1,,2020,1658,Glaciares,3,verano
152,SANTA CRUZ,,HUEMUL,27/03/2015,-4922753,-7297313,-49.22753,-72.97313,-49.22753,-72.97313,560,"Senda R?o El?ctrico a Laguna Azul, 500 metros al norte del R?o. Reserva Natural Los Huemules.",Bosque de lenga abierto con pastizal y arbustivas dispersas. Pendiente moderada. Exposici?n S-SO,Bueno a muy bueno,Turismo. Reserva Natural Los Huemules,1,,2015,2217,reservalagodesierto,3,verano
154,SANTA CRUZ,RNS_Ricanor,HUEMUL,15/03/2014,-4922736,-7301302,-49.22736,-73.01302,-49.22736,-73.01302,535,"Margen sur del R?o El?ctrico, a 1.650 m de la naciente en el Lago El?ctrico","Fondo de valle, costa y orilla de r?o. Bosque de lenga en las laderas a ambas m?rgenes.?",Regular a bueno,"Propiedad privada con ganado. Turismo, campamento, senderos.",1,,2014,2176,reservalagodesierto,3,verano
115,SANTA CRUZ,RNS_Ricanor,HUEMUL,26/03/2004,-4922728,-7301799,-49.22728,-73.01799,-49.22728,-73.01799,540,"Ladera Sur del R?o El?ctrico 1,4 km al Este del Lago El?ctrico","Ladera de pendiente moderada, exposici?n Sur, bosque abierto y disperso de lenga, pastizal.",Regular por pastoreo,"Turismo, ganader?a, perros",1,,2004,2053,reservalagodesierto,3,verano
155,SANTA CRUZ,,HUEMUL,14/01/2015,-4922678,-730114,-49.22678,-73.0114,-49.22678,-73.0114,544,"Margen norte del R?o El?ctrico, 1,770 km al Este de la naciente en L. El?ctrico. Reserva Los Huemules","Fondo de valle, costa de r?o, suelo pedregoso. Comienzo de bosque de lenga. Pendiente leve, exposici?n S - SO",Bueno a muy bueno,Turismo.,2,,2015,2198,reservalagodesierto,1,verano
2367,SANTA CRUZ,RNS_Ricanor,HUEMUL,18/12/2019,-4922677,-7301542,-49.22677,-73.01542,-49.22677,-73.01542,544,Piedra del Fraile,Bosque nativoBueno,,Reserva provincial,1,,2019,1480,Glaciares,12,primavera
250,SANTA CRUZ,,HUEMUL,27/02/2018,-4922611,-7297468,-49.22611,-72.97468,-49.22611,-72.97468,560,"Ladera norte del R?o El?ctrico, 3,3 km al oeste de la confluencia con el r?o Blanco, RN Los Huemules","Ladera con bosque de lenga y pastizal con predominio de gram?neas. Pendiente leve, exposici?n sur",Bueno a muy bueno,"Turismo, sendero",1,,2018,2301,reservalagodesierto,2,verano
123,SANTA CRUZ,RNS_Ricanor,HUEMUL,15/03/2014,-4922362,-7294775,-49.22362,-72.94775,-49.22362,-72.94775,450,"Margen norte del R?o El?ctrico, a 2,8 km de la confluencia con el R?o de Las Vueltas","Fondo de valle, bosque abierto de lenga y ?ire, arbustivas, pastizal alto, rocas. Pendiente general leve pero sectores con mayor pendiente",Bueno a muy bueno,"Propiedades privadas con ganader?a, pero el sector parece tener bajo uso.",2,,2014,2174,reservalagodesierto,3,verano
280,SANTA CRUZ,,HUEMUL,15/01/2019,-4922122,-7297798,-49.22122,-72.97798,-49.22122,-72.97798,595,"Ladera en extremo sudeste de Laguna Azul, a 250 m de la laguna, RN Los Huemules",Ladera con bosque de lenga maduro y pastizal,Muy bueno,"Turismo, sendero; reserva privada",1,,2019,2329,reservalagodesierto,1,verano
1,SANTA CRUZ,RNS_Ricanor,HUEMUL,7/02/2005,-4922071,-7303363,-49.22071,-73.03363,-49.22071,-73.03363,550,"Margen Norte de las nacientes del R?o El?ctrico, RN Los Huemules.","Costa del r?o, muy amplia. Ladera de matorral bajo con rocas aisladas, algunas muy grandes. Matorral de notro, siete camisas. En el sector ya no hay bosque. Pendiente leve.",Bueno a muy bueno,Tur?stico,1,,2005,2056,reservalagodesierto,2,verano
266,SANTA CRUZ,,HUEMUL,9/01/2014,-4922069,-729756,-49.22069,-72.9756,-49.22069,-72.9756,595,"Ladera norte del R?o El?ctrico, 320 m al sudeste del extremo sur de Laguna Azul, RN Los Huemules",Ladera con bosque de lenga y pastizal. Renovales. Pendiente leve a moderada,Muy bueno,"Turismo, sendero",1,,2014,2170,reservalagodesierto,1,verano
64,SANTA CRUZ,,HUEMUL,1/07/2010,-4922053,-7298315,-49.22053,-72.98315,-49.22053,-72.98315,610,"Margen Sur de la Laguna Azul, Playita de Los Pescadores, Ea. Los Huemules.","Bosque de lenga abierto, pastizal y arbustos dispersos; pendiente moderada, exposici?n Norte.",Muy bueno,Propiedad privada; turismo. Sin ganado.,1,Huellas Sendero,2010,2117,reservalagodesierto,7,invierno
65,SANTA CRUZ,,HUEMUL,26/08/2010,-4922014,-729844,-49.22014,-72.9844,-49.22014,-72.9844,610,"Margen Sur de la Laguna Azul, Playita de Los Pescadores, Ea. Los Huemules.","Ladera de perilago. Bosque de lenga abierto, pastizal y arbustos dispersos; pendiente moderada. Exposici?n Norte. Sin nieve.",Muy bueno,"Propiedad privada, sin ganado. Turismo.",1,Sendero,2010,2119,reservalagodesierto,8,invierno
168,SANTA CRUZ,,HUEMUL,28/09/2015,-4921953,-7297948,-49.21953,-72.97948,-49.21953,-72.97948,600,"Extremo SE de la Laguna Azul, Reserva Los Huemules","Sector perilacustre, comienzo de ladera. Bosque de lenga y pastizal",Bueno a muy bueno,Zona de Reserva de la propiedad privada. Turismo,1,,2015,2223,reservalagodesierto,9,invierno
6,SANTA CRUZ,,HUEMUL,21/06/2009,-4921925,-729845,-49.21925,-72.9845,-49.21925,-72.9845,600,"Extremo SW del Lago Azul, sendero Playita Pescadores, Campo Los Huemules.","Bosque de lenga maduro, exposici?n Norte, pendiente moderada, suelo terroso. Faldeo de perilago.",,"Turismo. Propiedad privada sin ganado, zona de reserva privada.",1,"Huellas Marca en vegetaci?n, ramoneo, senda",2009,2098,reservalagodesierto,6,oto¤o
18,SANTA CRUZ,,HUEMUL,3/11/2008,-4921925,-729845,-49.21925,-72.9845,-49.21925,-72.9845,610,"Lago Azul, sendero Playita Pescadores, Reserva del Campo Los Huemules.",Bosque maduro de lenga. Ladera de pendiente moderada. Exposici?n Norte,,"Tur?stico, propiedad privada",1,"Sendero, ramoneo",2008,2083,reservalagodesierto,11,primavera
11,SANTA CRUZ,,HUEMUL,1/11/2009,-4921925,-729845,-49.21925,-72.9845,-49.21925,-72.9845,600,"Extremo Sur de la Laguna Azul, camino a Playita de Los Pescadores, Campo Los Huemules.","Bosque de lenga con morros, pendiente pronunciada. Borde de laguna",,"Turismo, sendero.",2,,2009,2103,reservalagodesierto,11,primavera
59,SANTA CRUZ,,HUEMUL,15/04/2010,-4921924,-7298446,-49.21924,-72.98446,-49.21924,-72.98446,610,"Margen Sur de la Laguna Azul, Playita de Los Pescadores, Ea. Los Huemules.","Bosque de lenga abierto,?pastizal y arbustos dispersos;?pendiente moderada, exposici?n Norte.",Muy bueno,"Propiedad privada, turismo. Sin ganado.",2,,2010,2114,reservalagodesierto,4,oto¤o
60,SANTA CRUZ,,HUEMUL,11/05/2010,-4921924,-7298446,-49.21924,-72.98446,-49.21924,-72.98446,610,"Margen Sur de la Laguna Azul, Playita de Los Pescadores, Ea. Los Huemules","Bosque de lenga abierto. Pastizal con arbustos dispersos; pendiente moderada, exposici?n Norte.",Muy bueno,Propiedad privada. Turismo,2,,2010,2116,reservalagodesierto,5,oto¤o
265,SANTA CRUZ,,HUEMUL,22/01/2013,-4921787,-7298562,-49.21787,-72.98562,-49.21787,-72.98562,596,"Extremo sudoeste de Laguna Azul, RN Los Huemules","Costa de laguna, comienzo de ladera con bosque de lenga y pastizal con arbustivas. Pendiente leve",Muy bueno,Intangible,1,,2013,2151,reservalagodesierto,1,verano
191,SANTA CRUZ,,HUEMUL,11/01/2016,-4921776,-7296137,-49.21776,-72.96137,-49.21776,-72.96137,460,"Margen norte (300 m) del R?o Diablo, 1 km al Este de Laguna Azul, R. N. Los Huemules",Llano con bosque de lenga abierto,Regular a bueno,Sector de urbanizaci?n con algunas viviendas ya construidas,1,,2016,2239,reservalagodesierto,1,verano
199,SANTA CRUZ,,HUEMUL,3/02/2016,-4921753,-7297122,-49.21753,-72.97122,-49.21753,-72.97122,502,"Ladera oeste del R?o Diablo, 100 m al sur-SO de la confluencia con el arroyo que desagua la Laguna Azul, RN Los Huemules","Ladera con bosque de lenga, pastizal y arbustivas, pendiente moderada, exposici?n Este-NE",Muy bueno,Turismo,2,,2016,2248,reservalagodesierto,2,verano
2312,SANTA CRUZ,,HUEMUL,23/10/2019,-4921748,-7296018,-49.21748,-72.96018,-49.21748,-72.96018,460,RP 41 Ea Los Huemules,Bosque,Bueno,RP Lago del Desierto,2,,2019,1425,Glaciares,10,primavera
7,SANTA CRUZ,,HUEMUL,18/10/2009,-4921693,-7297397,-49.21693,-72.97397,-49.21693,-72.97397,560,"Lomas de la Laguna Azul, Campo Los Huemules.","Pedrero en bosque de lenga bajo abierto con arbustivas (Berberis, chaura), murtillar sobre el sendero. Suelo rocoso terroso. Ladera de exposici?n Norte, pendiente moderada.El 5 de diciembre G. Aprile y S. Gonz?lez observan en el mismo lugar huellas d",,"Turismo, sin ganado. Zona de reserva privada del Campo Los Huemules.",1,Huellas Bosteo,2009,2102,reservalagodesierto,10,primavera
129,SANTA CRUZ,,HUEMUL,18/01/2015,-4921677,-7297636,-49.21677,-72.97636,-49.21677,-72.97636,585,"Ladera Este de la Laguna Azul, 110 m al sur de la naciente del chorrillo de desag?e, Reserva Natural Los Huemules","Bosque de lenga maduro, abierto, con pastizal alto y arbustivas, michay. Pendiente moderada, exposici?n O-NO.",Muy bueno,Reserva en propiedad privada. Turismo,2,,2015,2199,reservalagodesierto,1,verano
130,SANTA CRUZ,,HUEMUL,19/01/2015,-4921645,-729724,-49.21645,-72.9724,-49.21645,-72.9724,530,"Senda a Laguna Azul, Reserva Natural Los Huemules",Bosque de lenga abierto con pastizal y arbustivas,Bueno a muy bueno,"Propiedad privada sin ganado, uso tur?stico",1,,2015,2200,reservalagodesierto,1,verano
289,SANTA CRUZ,,HUEMUL,7/02/2019,-4921643,-7297443,-49.21643,-72.97443,-49.21643,-72.97443,560,"Margen sur del arroyo que desagua Laguna Azul, a 100 m de la naciente, RN Los Huemules",Ladera con bosque de lenga y matorral de arbustivas y renovales. Pendiente leve.,Muy bueno,"Reserva privada. Turismo, sendero. A menos de 500 m del sector de urbanizaci?n",1,,2019,2337,reservalagodesierto,2,verano
67,SANTA CRUZ,,HUEMUL,2/11/2010,-4921629,-7298544,-49.21629,-72.98544,-49.21629,-72.98544,600,"Ladera Oeste de la Laguna Azul, base del Cerro 30 Aniversario, Campo Los Huemules.","Bosque alto de lengas adultas con abundante presencia de notros. Sector costero de pendiente moderada, suelo terroso, rocoso, exposici?n Este.",Muy bueno,Propiedad privada sin ganado. Zona intangible de la Reserva Campo Los Huemules.,1,"sendero, ramoneo",2010,2122,reservalagodesierto,11,primavera
